ds,public.added_tweets,public.followers,public.follows,public.tweets,public.user_profiles
1650325574.1357877,892928,73728,73728,3858432,73728
1650325574.2371707,892928,73728,73728,3858432,73728
1650325574.3385959,892928,73728,73728,3858432,73728
1650325574.4399252,892928,73728,73728,3858432,73728
1650325574.5412536,901120,73728,73728,3858432,73728
1650325574.6426046,901120,73728,73728,3858432,73728
1650325574.7439384,901120,73728,73728,3858432,73728
1650325574.8453808,901120,73728,73728,3858432,73728
1650325574.9465477,909312,73728,73728,3858432,73728
1650325575.0480006,909312,73728,73728,3858432,73728
1650325575.14953,909312,73728,73728,3858432,73728
1650325575.2506983,909312,73728,73728,3858432,73728
1650325575.352203,909312,73728,73728,3858432,73728
1650325575.4536374,917504,73728,73728,3858432,73728
1650325575.554755,917504,73728,73728,3858432,73728
1650325575.6560833,917504,73728,73728,3858432,73728
1650325575.757363,917504,73728,73728,3858432,73728
1650325575.8585136,917504,73728,73728,3858432,73728
1650325575.959892,917504,73728,73728,3858432,73728
1650325576.061344,925696,73728,73728,3858432,73728
1650325576.1628768,925696,73728,73728,3858432,73728
1650325576.2640243,925696,73728,73728,3858432,73728
1650325576.3651483,925696,73728,73728,3858432,73728
1650325576.4662275,925696,73728,73728,3858432,73728
1650325576.5677052,933888,73728,73728,3858432,73728
1650325576.669184,933888,73728,73728,3858432,73728
1650325576.7706504,933888,73728,73728,3858432,73728
1650325576.8721168,933888,73728,73728,3858432,73728
1650325576.9732487,942080,73728,73728,3858432,73728
1650325577.0748327,942080,73728,73728,3858432,73728
1650325577.1759276,942080,73728,73728,3858432,73728
1650325577.2772477,942080,73728,73728,3858432,73728
1650325577.3785973,950272,73728,73728,3858432,73728
1650325577.4799106,950272,73728,73728,3858432,73728
1650325577.5811112,950272,73728,73728,3858432,73728
1650325577.6824186,950272,73728,73728,3858432,73728
1650325577.7837186,950272,73728,73728,3858432,73728
1650325577.8850486,958464,73728,73728,3858432,73728
1650325577.9863918,958464,73728,73728,3858432,73728
1650325578.087864,958464,73728,73728,3858432,73728
1650325578.1893542,958464,73728,73728,3858432,73728
1650325578.2906957,958464,73728,73728,3858432,73728
1650325578.3921561,958464,73728,73728,3858432,73728
1650325578.4932973,966656,73728,73728,3858432,73728
1650325578.594749,966656,73728,73728,3858432,73728
1650325578.6958787,966656,73728,73728,3858432,73728
1650325578.797005,966656,73728,73728,3858432,73728
1650325578.8986158,966656,73728,73728,3858432,73728
1650325579.0002537,966656,73728,73728,3858432,73728
1650325579.1019251,966656,73728,73728,3858432,73728
1650325579.2035582,966656,73728,73728,3858432,73728
1650325579.3052619,966656,73728,73728,3858432,73728
1650325579.406901,966656,73728,73728,3858432,73728
1650325579.508583,966656,73728,73728,3858432,73728
1650325579.6102636,966656,73728,73728,3858432,73728
1650325579.7119358,966656,73728,73728,3858432,73728
1650325579.8136299,966656,73728,73728,3858432,73728
1650325579.9153066,966656,73728,73728,3858432,73728
1650325580.0170467,966656,73728,73728,3858432,73728
1650325580.1186926,966656,73728,73728,3858432,73728
1650325580.2204359,966656,73728,73728,3858432,73728
1650325580.3217213,966656,73728,73728,3858432,73728
1650325580.4228919,966656,73728,73728,3858432,73728
1650325580.5240383,966656,73728,73728,3858432,73728
1650325580.6253388,966656,73728,73728,3858432,73728
1650325580.726539,966656,73728,73728,3858432,73728
1650325580.8276918,966656,73728,73728,3858432,73728
1650325580.9288788,966656,73728,73728,3858432,73728
1650325581.0300782,966656,73728,73728,3858432,73728
1650325581.131316,966656,73728,73728,3858432,73728
1650325581.2325222,966656,73728,73728,3858432,73728
1650325581.333689,966656,73728,73728,3858432,73728
1650325581.4348524,966656,73728,73728,3858432,73728
1650325581.5360026,966656,73728,73728,3858432,73728
1650325581.63726,966656,73728,73728,3858432,73728
1650325581.7389207,966656,73728,73728,3858432,73728
1650325581.840557,966656,73728,73728,3858432,73728
1650325581.9421778,966656,73728,73728,3858432,73728
1650325582.0433807,966656,73728,73728,3858432,73728
